Acquisitions ID,Child,Parent,Year Acquired,Deal Date,Price,Status,Terms,Acquisition Profile,News,News Link,Location,City,symbol,Industry
Cisco acquired InfoGear Technology in 2000,InfoGear Technology,Cisco Systems,2000,16/03/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/652a292b9618f341405f7a3f18cc98ff,Cisco acquired InfoGear Technology,http://newsroom.cisco.com/dlls/fspnisapi6cab.html,USA,Unknown,CSCO,Technology
Cisco acquired Inlet Technologies in 2011,Inlet Technologies,Cisco Systems,2011,4/02/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8f690fde61d8e9f5bb07571cf1b62aea,Cisco Announces Intent to Acquire Inlet Technologies,http://www.marketwired.com/press-release/Cisco-Announces-Intent-to-Acquire-Inlet-Technologies-NASDAQ-CSCO-1390745.htm,USA,Unknown,CSCO,Technology
Cisco acquired Internet Engineering Group in 1999,Internet Engineering Group,Cisco Systems,1999,17/12/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6309950e1f0317493cf56221a7710550,Cisco acquired Internet Engineering Group,http://newsroom.cisco.com/dlls/fspnisapiac5f.html,USA,Unknown,CSCO,Technology
Cisco acquired Internet Junction in 1995,Internet Junction,Cisco Systems,1995,6/09/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f7e9c848e9479f0894899d10dd58f09a,Cisco Systems Broadens Internet Access to the Desktop Acquires Internet Junction Inc. - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/1995/corp_090695.html,USA,Unknown,CSCO,Technology
Cisco acquired Intucell in 2013,Intucell,Cisco Systems,2013,23/01/2013,"$475,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/33804948a9e7435033058738afbf59f2,Cisco To Buy Israeli Mobile Startup Intucell For $475 Million Cash And Bessemer Will Get Nearly Half | TechCrunch,http://techcrunch.com/2013/01/23/cisco-buys-israeli-mobile-startup-intucell-for-475-million-cash-and-bessemer-gets-nearly-half/,USA,Unknown,CSCO,Technology
Cisco acquired IPCell Technologies in 2000,IPCell Technologies,Cisco Systems,2000,28/09/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d26fd7ef120c36c8a81ab56d942a29ed,Cisco Systems to Acquire Vovida Networks and IPCell Technologies - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/fspnisapi0544.html,USA,Unknown,CSCO,Technology
Cisco acquired IPmobile in 2000,IPmobile,Cisco Systems,2000,1/08/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7e0b423d0c850e778ed743381c74beae,Cisco acquired IPmobile,http://newsroom.cisco.com/dlls/fspnisapid551.html,USA,Unknown,CSCO,Technology
Cisco acquired IronPort Systems in 2007,IronPort Systems,Cisco Systems,2007,4/01/2007,"$830,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/6e17dd1c423bbe224a56f99019287c34,Cisco Announces Agreement to Acquire IronPort - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/2007/corp_010407.html,USA,Unknown,CSCO,Technology
Cisco acquired Jabber in 2008,Jabber,Cisco Systems,2008,19/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/350c42f3eea00508d5e18aed3a3e43ce,Jabber Technology,http://www.cisco.com/web/about/ac49/ac0/ac1/ac258/JabberInc.html,USA,Unknown,CSCO,Technology
Cisco acquired Jahi Networks in 2004,Jahi Networks,Cisco Systems,2004,17/11/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/990b4aba3d9a8fd679bcb4a0d25860aa,Cisco acquired Jahi Networks,http://newsroom.cisco.com/dlls/2004/corp_111704.html,USA,Unknown,CSCO,Technology
Cisco acquired JetCell in 2000,JetCell,Cisco Systems,2000,16/03/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7963f8ced1eec58054b206290c22b8da,Cisco acquired JetCell,http://newsroom.cisco.com/dlls/fspnisapi06e9.html,USA,Unknown,CSCO,Technology
Cisco acquired JouleX in 2013,JouleX,Cisco Systems,2013,29/05/2013,"$107,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d1096cff05ec717a1938951c6a80fffb,Cisco to Buy JouleX for $107 Million Adding Energy Software (3),http://www.businessweek.com/news/2013-05-29/cisco-to-buy-joulex-for-107-million-adding-energy-software,USA,Unknown,CSCO,Technology
Cisco acquired Kalpana in 1994,Kalpana,Cisco Systems,1994,24/10/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/165efed13230663243f782e6e28505c5,Cisco to Acquire Kalpana Leading Ethernet Switching Company - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/1994/corp_102494.html,USA,Unknown,CSCO,Technology
Cisco acquired KiSS Technology in 2005,KiSS Technology,Cisco Systems,2005,22/07/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/95613580683b7d4176c36098709a4d5a,Cisco acquired KiSS Technology,http://newsroom.cisco.com/dlls/2005/corp_072205.html?sid=BAC-TS01,USA,Unknown,CSCO,Technology
Cisco acquired Komodo Technology in 2000,Komodo Technology,Cisco Systems,2000,25/07/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/813162b18b34d47f491e26a8217fb84d,Cisco acquired Komodo Technology,http://newsroom.cisco.com/dlls/fspnisapi9149.html,USA,Unknown,CSCO,Technology
Cisco acquired Latigent in 2007,Latigent,Cisco Systems,2007,27/09/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1f8b96ace956e22d3ed62af4315ea240,Cisco acquired Latigent,http://newsroom.cisco.com/dlls/2007/corp_092707.html?CMP=ILC-001,USA,Unknown,CSCO,Technology
Cisco acquired Latitude Communications in 2003,Latitude Communications,Cisco Systems,2003,12/11/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7643ed2f0466b401c1ac857c935a27cb,Cisco acquired Latitude Communications,http://newsroom.cisco.com/dlls/corp_111203.html?CMP=ILC-001,USA,Unknown,CSCO,Technology
Cisco acquired LightSpeed International in 1997,LightSpeed International,Cisco Systems,1997,22/12/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/092972f762db231e45a9252e83ababce,Cisco acquired LightSpeed International,http://newsroom.cisco.com/dlls/fspnisapidd93.html,USA,Unknown,CSCO,Technology
Cisco acquired Lightwire in 2012,Lightwire,Cisco Systems,2012,24/02/2012,"$271,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/577a486b1e9b5e9c137db1242e99cfb7,CISCO IS BUYING AGAIN: Acquires Lightwire In First Deal of 2012,http://www.businessinsider.com/cisco-is-buying-again-acquires-lightwire-in-first-deal-of-2012-2012-2,USA,Unknown,CSCO,Technology
Cisco acquired LineSider Technologies in 2010,LineSider Technologies,Cisco Systems,2010,13/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6900a4d9f60436065be094c99b268e7e,Cisco acquired LineSider Technologies,http://www.marketwire.com/press-release/Cisco-Completes-Acquisition-of-LineSider-NASDAQ-CSCO-1367694.htm,USA,Unknown,CSCO,Technology
Cisco acquired M. I. Secure Corporation in 2005,M. I. Secure Corporation,Cisco Systems,2005,14/06/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5bca027c1678e5b7e7b109a6c6920b12,Cisco acquired M. I. Secure Corporation,http://newsroom.cisco.com/dlls/2005/corp_061405.html,USA,Unknown,CSCO,Technology
Cisco acquired Maxcomm Technologies in 1999,Maxcomm Technologies,Cisco Systems,1999,18/08/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8dca93e5cb0e950e7852d7f29fc0d594,Cisco acquired Maxcomm Technologies,http://newsroom.cisco.com/dlls/fspnisapi9cb4.html,USA,Unknown,CSCO,Technology
Cisco acquired Meetinghouse Data Communications in 2006,Meetinghouse Data Communications,Cisco Systems,2006,6/07/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9ec58590bc9d943927e53c90bce8a7aa,Cisco acquired Meetinghouse Data Communications,http://newsroom.cisco.com/dlls/2006/corp_070606.html?CMP=ILC-001,USA,Unknown,CSCO,Technology
Cisco acquired Meraki in 2012,Meraki,Cisco Systems,2012,20/11/2012,"$1,200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/af1380e0723354491155d392491fd7e4,Cisco Acquires Enterprise Wi-Fi Startup Meraki For $1.2 Billion In Cash | TechCrunch,http://techcrunch.com/2012/11/18/cisco-acquires-enterprise-wi-fi-startup-meraki-for-1-2-billion-in-cash/,USA,Unknown,CSCO,Technology
Cisco acquired Metreos Corporation in 2006,Metreos Corporation,Cisco Systems,2006,28/06/2006,"$28,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/c8065edbced65c624aaef2cb6a33c647,Cisco acquired Metreos Corporation,http://newsroom.cisco.com/dlls/2006/corp_063006.html,USA,Unknown,CSCO,Technology
Cisco acquired MONTEREY NETWORKS in 1999,MONTEREY NETWORKS,Cisco Systems,1999,26/08/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/74d287bea5a076059962b415ec521996,Cisco acquired MONTEREY NETWORKS,http://newsroom.cisco.com/dlls/fspnisapi1679.html,USA,Unknown,CSCO,Technology
Cisco acquired MOTO Development Group in 2010,MOTO Development Group,Cisco Systems,2010,18/05/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5eb3cd1c3ec61258e61cbdc89f7cdbab,Cisco Announces Definitive Agreement to Acquire MOTO - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/2010/corp_051810.html,USA,Unknown,CSCO,Technology
Cisco acquired Nashoba Networks in 1996,Nashoba Networks,Cisco Systems,1996,6/08/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/24fd287cd4909fc953eeced704269554,Cisco acquired Nashoba Networks,http://newsroom.cisco.com/dlls/1996/corp_080696.html,USA,Unknown,CSCO,Technology
Cisco acquired Navarro Networks in 2002,Navarro Networks,Cisco Systems,2002,1/05/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fddd3875654a626a1d9e257b5c131965,Cisco acquired Navarro Networks,http://newsroom.cisco.com/dlls/corp_050102.html,USA,Unknown,CSCO,Technology
Cisco acquired Navini Networks in 2007,Navini Networks,Cisco Systems,2007,23/10/2007,"$330,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/c1b6203a8191bf259bda52fb0b54ce1e,Cisco Announces Definitive Agreement to Acquire Navini Networks - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/2007/corp_102307.html,USA,Unknown,CSCO,Technology
Cisco acquired Nemo Systems in 2005,Nemo Systems,Cisco Systems,2005,30/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0449c6cb4b79296879d3462642b57f1d,Cisco acquired Nemo Systems,http://newsroom.cisco.com/dlls/2005/corp_093005.html,USA,Unknown,CSCO,Technology
Cisco acquired NeoPath Networks in 2007,NeoPath Networks,Cisco Systems,2007,13/03/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/910e95a82873547b468bd561a57ba7a0,Cisco buys NeoPath a network storage company,http://venturebeat.com/2007/03/13/cisco-buys-neopath-a-network-storage-company/,USA,Unknown,CSCO,Technology
Cisco acquired Netiverse in 2000,Netiverse,Cisco Systems,2000,7/07/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9bd75773ea75fe4a5db4061707819e7b,Cisco acquired Netiverse,http://newsroom.cisco.com/dlls/fspnisapi6656.html,USA,Unknown,CSCO,Technology
Cisco acquired NetSift in 2005,NetSift,Cisco Systems,2005,27/06/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/74f74b9a6e1b71be91d2d55396de2f04,Cisco acquired NetSift,http://newsroom.cisco.com/dlls/2005/corp_062705.html?CMP=ILC-001,USA,Unknown,CSCO,Technology
Cisco acquired NetSolve in 2004,NetSolve,Cisco Systems,2004,9/09/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9a0b66ff78d5b2a2e18b9421443369d3,Cisco acquired NetSolve,http://newsroom.cisco.com/dlls/2004/corp_090904.html,USA,Unknown,CSCO,Technology
Cisco acquired NetSpeed in 1998,NetSpeed,Cisco Systems,1998,10/03/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/45ae2136a484111dce5ac70dfe4d4dd7,Cisco acquired NetSpeed,http://newsroom.cisco.com/dlls/corp_031098.html,USA,Unknown,CSCO,Technology
Cisco acquired NetSys Technologies in 1996,NetSys Technologies,Cisco Systems,1996,14/10/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/afd4a43fcc0592c47ceb73c1c5dca36f,Cisco acquired NetSys Technologies,http://newsroom.cisco.com/dlls/1996/corp_101496.html,USA,Unknown,CSCO,Technology
Cisco acquired Network Translation in 1995,Network Translation,Cisco Systems,1995,27/10/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a37e599949ef946c9efec57c716130a9,Cisco Systems Acquires Network Translation Inc. - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/1995/corp_102795.html,USA,Unknown,CSCO,Technology
Cisco acquired Newport Systems Solutions in 1994,Newport Systems Solutions,Cisco Systems,1994,12/07/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e9d43b1cfc756628d348848bf6914b9a,Cisco to Acquire Newport Systems Solutions - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/1994/corp_071294.html,USA,Unknown,CSCO,Technology
Cisco acquired newScale in 2011,newScale,Cisco Systems,2011,29/03/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4a873390ffb12e4b75270b42b5345a6c,Cisco Buys Cloud Automation And Management Software Company newScale | TechCrunch,http://techcrunch.com/2011/03/29/cisco-buys-cloud-automation-and-management-software-company-newscale/,USA,Unknown,CSCO,Technology
Cisco acquired Nuova Systems in 2008,Nuova Systems,Cisco Systems,2008,1/05/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/48de923c0d9ff40abf6e86d7738e759e,,,USA,Unknown,CSCO,Technology
Cisco acquired NuSpeed Internet Systems in 2000,NuSpeed Internet Systems,Cisco Systems,2000,27/07/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/09ee8a26afa90c65506abc0264a7997f,Cisco acquired NuSpeed Internet Systems,http://newsroom.cisco.com/dlls/fspnisapi9ff8.html,USA,Unknown,CSCO,Technology
Cisco acquired Okena in 2003,Okena,Cisco Systems,2003,24/01/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f1723792e7c0fcb3ef9c335a7f567f59,Cisco acquired Okena,http://newsroom.cisco.com/dlls/corp_012403.html,USA,Unknown,CSCO,Technology
Cisco acquired Orative Corporation in 2006,Orative Corporation,Cisco Systems,2006,25/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/19c7d3ece2f46eb19d067c0a27847c58,Cisco acquired Orative Corporation,http://newsroom.cisco.com/dlls/2006/corp_102506.html?CMP=ILC-001,USA,Unknown,CSCO,Technology
Cisco acquired P-Cube in 2004,P-Cube,Cisco Systems,2004,23/08/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/441a4176906ae58e41bc765644c90f2d,Cisco acquired P-Cube,http://newsroom.cisco.com/dlls/2004/corp_082304.html,USA,Unknown,CSCO,Technology
Cisco acquired Parc Technologies in 2004,Parc Technologies,Cisco Systems,2004,8/07/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/55dac4a9f3ed4dfe745166613287474c,Cisco acquired Parc Technologies,http://newsroom.cisco.com/dlls/2004/corp_070804.html,USA,Unknown,CSCO,Technology
Cisco acquired Pentacom in 2000,Pentacom,Cisco Systems,2000,11/04/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8c6466eda0cec6a92bc9d19cec8da6c9,Cisco acquired Pentacom,http://newsroom.cisco.com/dlls/fspnisapi7dc6.html,USA,Unknown,CSCO,Technology
Cisco acquired Perfigo in 2004,Perfigo,Cisco Systems,2004,21/10/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b4bfd7573691974a670c27a118cafbba,Cisco acquired Perfigo,http://newsroom.cisco.com/dlls/2004/corp_102104.html,USA,Unknown,CSCO,Technology
Cisco acquired PipeLinks in 1998,PipeLinks,Cisco Systems,1998,2/12/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f029d0da1645869e7191af3a7b990750,Cisco acquired PipeLinks,http://newsroom.cisco.com/dlls/fspnisapi20bc.html,USA,Unknown,CSCO,Technology
Cisco acquired Pirelli Optical Systems in 1999,Pirelli Optical Systems,Cisco Systems,1999,20/12/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a17de9084be42562010fecedefb847ca,Cisco acquired Pirelli Optical Systems,http://newsroom.cisco.com/dlls/fspnisapifb11-2.html,USA,Unknown,CSCO,Technology
Cisco acquired PixStream in 2000,PixStream,Cisco Systems,2000,31/08/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9f56ef50a5e2f45579999761c787654d,Cisco acquired PixStream,http://newsroom.cisco.com/dlls/fspnisapi7dc5.html,USA,Unknown,CSCO,Technology
Cisco acquired PostPath in 2008,PostPath,Cisco Systems,2008,27/08/2008,"$215,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6a18cc70c525ec1f81c4e045444b834f,Cisco Announces Definitive Agreement to Acquire PostPath - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/2008/corp_082708.html,USA,Unknown,CSCO,Technology
Cisco acquired Precept Software in 1998,Precept Software,Cisco Systems,1998,11/03/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b1b021ff7f9b7b8dfb62fd98ab273b1d,Cisco acquired Precept Software,http://newsroom.cisco.com/dlls/corp_031198a.html,USA,Unknown,CSCO,Technology
Cisco acquired Protego Networks in 2004,Protego Networks,Cisco Systems,2004,20/12/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a16b95381f2a564c145d7745345dba93,Cisco acquired Protego Networks,http://newsroom.cisco.com/dlls/2004/corp_122004.html,USA,Unknown,CSCO,Technology
Cisco acquired Psionic Software in 2002,Psionic Software,Cisco Systems,2002,22/10/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/508805a0cefa47007889a7da1c489a40,Cisco acquired Psionic Software,http://newsroom.cisco.com/dlls/corp_102202.html,USA,Unknown,CSCO,Technology
Cisco acquired Pure Digital Technologies in 2009,Pure Digital Technologies,Cisco Systems,2009,19/03/2009,"$590,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/36b3ff8fb53604d3299b9d1e5d47ef1e,It's Official: Cisco Buys Pure Digital (Flip Video) For $590 Million | TechCrunch,http://techcrunch.com/2009/03/19/its-official-cisco-buys-pure-figital-flip-video-for-590-million/,USA,Unknown,CSCO,Technology
Cisco acquired Pure Networks in 2008,Pure Networks,Cisco Systems,2008,22/07/2008,"$120,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/225cc60b911cd34fbd835791f8da31b8,,,USA,Unknown,CSCO,Technology
Cisco acquired Qeyton Systems in 2000,Qeyton Systems,Cisco Systems,2000,12/03/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f8b4cffbd447254d1b856cde7fa1171,Cisco acquired Qeyton Systems,http://newsroom.cisco.com/dlls/fspnisapiadf9.html,USA,Unknown,CSCO,Technology
