symbol,sector
CMRE^D,Communication Equipment
ZYME,Biotechnology
WIW,Real Estate - Holding & Property Trusts
VRRM,Technology
HTLM,Technology
AWP,Materials/Construction
AAON,Healthcare Services
RYTM,Financial Services
CNI,Industrials
GSBD,Information Technology
DGX,Healthcare ($DGD) -> Healthcare
NATL,Insurance
CMI,Industrials
CFG^H,Technology
WMG,Media/Entertainment
MNRO,Microcap Finance
NVS,Consumer Discretionary
ALL^J,Technology
APTV,Consumer Electronics
RPM,Industrials
CHRW,Transportation Services
QGEN,Healthcare
KODK,Consumer Goods
PSNL,Financials
OSS,Financials/Investment Services & Capital Markets
GS,Financial Services
MCHP,Semiconductor & Semiconductor Equipment
BIOA,Biotech
HIPO,Healthcare
SBT,Banking
IBTA,Technology
LILAK,Technology
JCI,Automotive & Retail
BF/A,Materials
AVA,Finance
BWSN,Technology
ARDT,Technology
LILA,Finance
BWA,Consumer Discretionary
OZK,Sub-Sector 1 Banks Regional US
NEWTZ,Telecommunications
DXPE,Specialty Finance
SCE^J,Sector: Software & Services
USCB,Consumer Discretionary Goods - Apparel
SE,Technology
TR,Technology
VTS,Real Estate
HIX,Mortgage Investment
MUSA,Technology
BSM,Technology
UPB,Banking & Finance
NKSH,NKSH - Finance
BRK/A,Insurance
MFC,Financial
DFS,DIGITAL FUNDING GROUP INVESTMENTS CORP (DIGITIAL FUNDING)
RZB,Financial Services
LPAAU,Information Technology
VACH,Consumer Services
HBNC,Banking
NEWTH,Technology
UMBF,Finance/Consumer Finance
PHK,Real Estate
MITN,TELECOMMUNICATION SERVICES
PSTV,Technology
CICB,Finance
GAM^B,Information Technology
LRCX,Semiconductors & Semi-Conductor Equipment (SEMICO)
NEU,Energy
DDC,Technology
HTIBP,Communication Services
GL,Healthcare Services
SG,Communication Services
CEPU,Financials
ARVN,Utilities
GRX,Technology
SYY,Consumer Staples
KMDA,Consumer Staples
NYMTZ,Real Estate (REIT)
SCE^M,Consumer Discretionary
SMG,Financial Services
CVCO,Technology
FLD,Finance/Insurance
SNV,Technology
RARE,Technology
CNO^A,Communications
BRK/B,Financials
NEXT,Financial Software & Services
MBWM,Asset Management/Specialized Financial Services
STE,Telecommunications Services
MWA,Security and Commodity Brokers (http://finra.com/industry/sectors/financial_institutions/securities_and_commodities_brokers)
GMAB,Real Estate
DSGN,Designs And Applied Sciences Group (Financials)
FUNC,Financials
HIG,Financials
RDN,Real Estate Investment Trusts (REIT) - Financials
PFLT,Financial Services
TRMK,Technology & Communications
NMFC,Transportation
DOCU,Software
SCCG,Communications Equipment and Network Services
HOVNP,Materials
GVA,Technology
PACK,Packaging
MAG,Materials
ARES^B,Real Estate Investing & Services
EURK,Technology
ACAB,Consumer Discretionary Goods & Services
GS^A,Banking
NNN,Healthcare
AXL,Financials - Diversified Agencies
AMAT,Semiconductors & Semiconductor Equipment
OXLCL,Financial Services
MAC,Technology
ALEX,Technology
MCRI,Technology
KMI,Energy
LMND,Healthcare Technology
MDV^A,Technology
NEE^N,Energy
HIG^G,Financials
MS^K,Technology
TXO,Technology
XFOR,Energy Technology
SHAK,Technology
GWRE,Real Estate
LANDM,Industrial Goods/ Materials
ODD,Technology
JRI,Real Estate Investment Trusts (REITs)
ACRE,Technology
IAE,Telecommunications Services
SOLV,Finance
PGRU,Financial Services
ABM,Construction & Maintenance Services
YELP,Consumer Services
GENC,Energy
WTS,Technology
MMS,Materials & Construction
GLP^B,Agriculture/Animal Livestock Production
CODI^C,Financial Services
TSLX,Technology
JFIN,Financial Services
PAG,Financial Services
UNFI,Consumer Goods
QTI,Technology
NCMI,Materials
BIP^A,Technology
TNC,Technology
ONMD,Technology
JSPRW,telecommunications services
JLL,Real Estate Services
LW,Liberty Warehousing & Distribution (Sector: Industrial Goods)
GFR,Financials
ITI,Communication Services
PTY,Technology
ALC,Materials
WHLRP,Finance
FMY,Finance/Investment Services
EPR^C,Communications Services
ENTX,Technology
CNP,industrial products
FRPH,Healthcare
TBLAW,Finance/Investment Services
SGBX,Banking
DOMO,Software
PFN,Finance & Insurance
SHO^H,Consumer Discretionary Services
CDNA,Biotechnology
AFG,Finance
CHD,Financial Services
SGRY,Technology
MRTN,Technology
RNP,Retail & Real Estate
NTST,Consumer Discretionary
BUD,Consumer Defensive
TU,Technology
CIM^A,Consumer Staples
CVS,Healthcare Services
MFAO,Finance
CTNM,Technology
CCIF,Consumer Discretionary
EFX,FINANCIAL SERVICES
RMR,Real Estate Investment Trusts (REITs)
PCG^A,Consumer Discretionary Services
ATCOL,Technology
EICC,Consumer Discretionary
FGB,Finance
RLTY,Real Estate
ERIC,Technology
HTLFP,Technology/Software
FCF,Consumer Services
ATCO^H,Technology
BEPJ,"Basic Materials"""
BSVN,Financial Services
GF,Materials
TVE,Technology
CGBDL,Finance
JCTC,Technology
NYAX,Technology
CTBB,Technology
PITAW,Technology
BOH^B,Banking
MTB,Technology
CALM,Finance
TREX,Finance
MOBX,Technology
BBSI,Industrial Goods/Services
REPX,REMX (Real Estate)
VMD,Technology
SFBC,Real Estate
MTB^J,Financials
NIM,Consumer Finance
FATBP,Technology
CBOE,Financial Services
WCC,Construction & Engineering
CAG,Consumer Staples
HLN,Energy
GIG,Financial Services
CHEB,Technology
FSHP,Insurance
PYPL,Financials
HMC,Consumer Cyclical
DG,Consumer Discretionary Goods
SUZ,Technology
CEP,Consumer Discretionary Services
GPAT,Technology
SRCL,Materials
OTIS,Industrial Real Estate Services
JBHT,Transportation
CLBR,Consumer Services
MXF,Mortgage Finance
WMB,Energy
PRIF^K,Real Estate
KNX,Technology (Industrial)
OXLCO,Finance/Insurance
SPNT^B,Technology
CLX,Consumer Goods
BOX,Logistics/Package Delivery Services
DMYY,Media & Entertainment
PDM,Hardware & Construction Supplies
HHH,Financial Services
CBZ,Finance
VSTO,Technology
NRDS,Real Estate Services
EBMT,Technology
TAIT,Technology
CLST,Consumer Defense Services
FTII,"Information

Technology"
MARXU,Financial Services
RJF^B,Technology
SAZ,Telecommunications Services
VLT,Transportation
MSSA,Technology
NJR,Energy
INST,Information Services
APXI,Technology
FHB,Financials
BPRN,Technology
BCV^A,Financials
DMO,Materials
AGNCP,Consumer Services
AXSM,Biotechnology
VHC,Healthcare
TWO^C,Consumer Discretionary
FUL,Basic Materials
MBINO,Banking and Finance)
ATH^C,Technology
GJO,Banking & Finance
STZ,SPAC
RWTN,Technology
SBBA,Technology
EFC,Fiscal Services
MTB^H,Technology
RITM^A,Materials
TRTN^B,Technology
FITBI,Technology
CHSCN,Consumer Staples
VMCA,Consumer Services
KRG,Oil & Gas
ALCO,Basic Materials
WCC^A,Communications Equipment
SYF^B,Financial Services
MNST,Consumer Defensive
EMN,Materials
VRME,Metals & Mining
MS^Q,Consumer Discretionaries
CHDN,Banking/FD
OCCIN,Financial Services
GLTO,Oil & Gas Equipment & Services
POLEU,Communication Services
RQI,Real Estate Investment Trusts (REITs)
TCBX,Technology
PG,Consumer Goods
HI,Healthcare
APEI,Technology
JHI,Technology
CHE,CHEU
BWNB,Metals & Mining
SMBC,Finance
NXP,Semiconductor
MOBBW,Health Care
TWN,Technology Services
OFS,Utilities
KBDC,Banking & Finance
VMC,Manufacturing
SITC,Financial Services
GBLI,Financial Services -> Real Estate.
BFRGW,Financials
TRN,Industrials
TWLO,Technology
CACC,Financial Services
BJRI,Restaurant
BOKF,Financial Services
TVTX,Biotechnology
GOSS,Healthcare
INKT,Technology
DHI,Real Estate
AGYS,Technology
NGL^C,Energy
NBBK,Technology
TBN,Communication Services
VNO^N,Real Estate
GSK,Healthcare
CXAIW,Energy
TPZ,Financials
VNO^L,Real Estate
LAMR,Technology
JNPR,Networking Equipment
BIPH,Financial Services
FLNC,Financial Services
ABR^D,Diversified Finances/Other Financials
ELTK,Technology
ANSC,FINANCIAL SERVICES
NOVT,Financial Services
KNSL,Finance
DIST,Real Estate
CRVL,Technology
CURB,Finance
FBRT^E,Technology
CHMG,"""Technology"""
EICA,Information Technology
UNP,Transportation Equipment
NYMTM,Technology
BML^L,Industrials and Business Services
PRIF^G,"Financial Services & Investments"""
AGNCM,Real Estate Investment Trusts (REITs)
TECTP,Finance
TELZ,Telecom Services (TELZ) - Sector: Telecommunications Services
STEL,Technology
JOB,Technology
IIPR^A,Information Technology
SNV^E,Software
RPRX,Energy
BRX,Construction & Engineering
MBCN,Banking
ELVN,Technology
MS,Technology
WPC,Construction/Heavy Building Construction
DOX,Software</s
C^N,Consumer Noncyclical
RAND,Technology
POOL,"Real Estate Services 
 Finance - Real Estate Services"
AXNX,Information Technology
HESM,Semiconductors/ Electronic Production & Manufacturing Machinery
UNTY,Technology
THRM,Consumer Discretionary
GABC,Banking
RGR,Defense - Aerospace & Defense
UFPI,Financial Services
TCBK,Technology
GEHC,Health Care Equipment & Services
SSSSL,Technology
EIG,Energy
MRNA,Pharmaceuticals
SUN,Consumer Staples
FTAIO,Technology
AFL,Materials
TSN,Consumer Discretionary
AIZ,Finance/Financials
SAY,Consumer Cyclostyled Goods
CPK,Semiconductor & Specialty Electronic Products
CIGI,Financials
SITE,Technology
CVNA,Consumer Discretionary
TOPS,Consumer Staples
PM,Consumer Defensive
ET,Finance/Commercial Banking
ALL,Technology
ECCF,Energy
HBAN,Financials: Regional - Northeast Banks
RF,Financials (Sector ID 3)
BKDT,Technology
SJM,Consumer Staples
EXEEL,Finance
WAL,Financial Services
HQY,Technology
IEP,Technology
LUMN,Technology
ARBKL,Technology
CWST,Technology
ALTM,Technology
GBDC,Finance
CSAN,Technology
INTA,Technology
ENV,Information Technology
LBRDP,Financial Instruments & Capital Markets
FTAIP,Utilities
MTX,Technology
UTZ, Industrials
SBCF,Finance/Banks
TROX,Technology
PCTTU,Technology
SGHC,Healthcare Services
GO,Technology
NAPA,Technology
WSBCP,Banking & Finance
AMN,ALTIAS
ZUO,Finance
OCFCP,Financials
DEA,Aerospace & Defense
RES,Real Estate Services
FSCO,Technology
FORTY,Real Estate Services
CSWCZ,Technology
MBINM,Banking
SCCC,Technology
RC,Basic Materials
EVRI,Software & Services
CDZIP,Information Technology
OPK,Technology
GOOS,Technology
AMSF,Real Estate
LFMDP,Finance/Financials
FIP,Technology
FCRX,Consumer Goods/Food & Tobacco
HROWL,Consumer Cyclical
SPLP,Pharmaceuticals
FUFU,Technology
SCWX,Financial Services
BALY,Real Estate
KELYA,Consumer Cyclical
KELYB,Consumer Staples
MRNO,Retailing
RFI,Financial Services
LEGH,Industrial Goods/Services
GMRE,Real Estate
SNDL,"Healthcare 

(The input was sndl ticker)"
RVNC,Software
SRDX,Financial Services
AGS,Technology
SAGE,Technology
BIOX,Materials
NLOP,Technology
SENEB,Energy
TPTA,Technology
SD,Tecnogonefarma
DDT,Technology
YSG,Technology
DDD,3D Systems (Consumer Discretionary)
AENT,Technology
GUT,Technology
HRZN,Gold & Precious Metals
PSTL,Technology
CRESW,Consumer Discretionary Services
CUB,Finance
IVCP,Consumer Services
OFSSH,Technology
LYEL,Technology/Communications
PEPG,Food & Beverages
BTMD,"Technology 

(I assume you want me to give the sector based on common industry categorizations. If you have some specific classification then let me know)"
BARK,ANIMALS/MONSTER COMPS
NREF,Real Estate
PSTX,Technology
LUNG,Healthcare
WRN,Finance
OBIO,Healthcare
INGN,Healthcare
LCNB,Healthcare
FINW,Finance
MFIN,Financial Services
SKIN,Pharmaceuticals & Biotechnology
SNFCA,Materials
ORGN,Clean Technologies
LATG,Technology
HPAI,Technology
ASTLW,"Financialis Services, a division of Astoria Financial Corp"
LOGC,Consumer Cyclical
RMNI,Technology
III,Financials
INO,Information Technology
ARC,Financial Services
TOUR,Consumer Discretionary
RMBI,Rubbish & Metal Recycling Industry
MNSB,Banks
FNWD,Technology
BRLS,Financial & Consumer Services
CAAS,Transportation
TLYS,Consumer Discretionary Services
VBFC,Finance
MOND,Technology
CVGI,Industrials
RVSB,Banking/Financials
AGEN,BIO-TECHNOLOGY
CBAT,Renewable Energy & Alternative Energy
CPHC,Healthcare
ENGNW,Technology
LGCL,Technology
MAYS,Consumer Services
SNYR,Technology
AIFU,Technology
SLNG,Energy
NESRW,Energy
SUP,Energy
IKNA,Technology
LIEN,Consumer Discretionary
MIST,Technology
GLV,Materials
ICCH,Technology
IOR,Real Estate
VTSI,Technology
ARKOW,Industrials
IHTA,technology
SELX,Technology
CNTB,Technology sector
PPSI,Technology
ROLR,Technology
DHAI,Telecom Services
NSPR,Real Estate Investing & Servicces (formerly Nasdaq Mortgage)
BYFC,Finance
LOAN,Finance
FDSB,Technology
BCOW,Technology
BEDU,Education/Training Services
SGRP,Telecommunications Services
MDXH,Technology
BBLGW,Industrial Goods/Services
LLAP,Technology
FATBW,Financial Services
AIRTP,Transportation
TCBS,Consumer Discretionary Services
IDN,Technology
CFSB,Finance
CDROW,Communication Services
NTZ,Technology
DXR,Technology
IXHL,Consumer Goods
HUIZ,Real Estate Services
USIO,Industrials
TLF,Financials
ADGM,Communication Services
ANTX,Technology
LGL,Technology
AFRIW,Consumer Services
SVT,Technology
TALKW,Consumer Cyclical Goods Services (Discretionary) Consumer Durables Home Improvement
CKX,Consumer Services
MDRRP,Energy
NEOVW,Information Technology
CNTM,Technology
NRSN,Technology
LOCL,Consumer Discretionary Services
AREN,Technology
SWAG,Technology
BTCS,Technology
BIAF,Real Estate
PALT,Technology/Communications
CMLS,"Communications - Networking Equipment"""
SLGL,Finance & Capital Markets
YHGJ,Finance
CVR,Energy
USGOW,Consumer Discretionaries
YQ,Technology
MKDW,Financials
CWD,"""Consumer Goods"""
GIGM,Technology
TRIB,Technology
ARBEW,Clean Tech
CYCCP,Industrial Supplies/Services
ELSE,Financials
STRR,Technology
BIAFW,Financials
BLIN,Biotechnology
BTBD,Technology
PIIIW,Technology
AWX,Technology
TCTM,Communication Services
QSIAW,Finance
NEN,Banking & Finance
QH,Healthcare Services
XELAP,Real Estate
UPC,Technology
ASNS,BioTech
LCFYW,Materials/Construction Materials
PXSAW,Banking
MBRX,Finance
AENTW,Technology
NUZE,Biotechnology
MVSTW,Technology and Communication Services
ATPC,Consumer Finance
BENF,Financial Services
IFBD,Food - Beverage - Household and Personal Products
SOBR,Technology
DSYWW,Technology
CURIW,Technology
BNRG,Health Care
OPTXW,Technology
DHAIW,Healthcare Services
TOIIW,Information Technology
GRDIW,Technology
FOXXW,Consumer Discretionary
PETWW,Consumer Discretionary
FGIWW,Finance
RVSNW,Technology
ANGHW,Technology
CDIOW,Real Estate
CELUW,Communication Services
HOVRW,Consumer Discretionary
NMHIW,Technology
CEROW,Energy
WLDSW,Information Technology
RMCOW,Consumer Defensive
CPTNW,Communication Services
XOSWW,Software & Services
SURGW,Technology
PRENW,Pharmaceuticals & Biotechnology
ISPOW,S&P 500
SXTPW,Technology
NCNCW,Consumer Discretionary Goods & Services
RELIW,Industrial Goods/Services
BTCTW,Technology
BENFW,Finance
KPLTW,Pharmaceuticals
GSMGW,S&P Small Cap 400 Energy
AREBW,Energy
AAM,Materials
ACABU,Technology
ACP^A,Materials
AEAE,Energy
AHT^F,Airlines/Travel Services
AIMAU,Health Care Service Providers
AITRU,Technology
ALCY,Technology
ALDFU,Financials Stock Exchange
ALF,Technology
ALFUU,Information Technology
ALL^B,Finance
ALSA,Financial Services
ALSAW,Consumer Discretionary
ANSCW,Aerospace/Defense
APXIU,Utilities
APXIW,Technology
AQU,Utilities
AQUNU,Technology
ATEK,Communication Services
ATMC,Technology
BAYAR,Communication Services
BAYAU,Banking
BC^A,Materials
BCSAU,Technology
BFAC,Consumer Services
BIO/B,Technology
BKHAU,Finance
BLEUR,Technology
BLEUU,Energy
BNIX,Technology
BOWN,Technology
BOWNU,Energy
BRKHU,Finance
BRW,Technology
BSII,Industrial Goods & Services
BSIIU,Technology & Communication/Telecom Services
BSIIW,Industrial Materials
BUJAR,Banks
BUJAU,Technology
CCIA,Communication Services
CCIX,Semiconductors & Semiconductor Equipment
CCTS,Technology
CFFS,Technology
CITEU,Technology
CLRC,Telecommunications Services
CMRE^B,Marine
CRD/B,Basic Materials
CSLM,Materials/Building Supplies
CSLMU,Consumer Staples
CUBI^E,Banking/Financial Services
CUBWU,Cubeswarm
DECA,Technology
DECAU,Technology stocks
DISTW,Software & Services
DPCSU,Utilities
DTSQR,Technology
DTSQU,Technology
DUET,Industrials
DYCQ,Real Estate Investment Trusts (REIT) - Finance
EFC^C,Financial Services
EMCG,Health Care
EMCGU,Energy
EPR^E,Utilities
EQV,Utilities
ESHAR,Banking
ET^I,Technology
EVE,Technology
EVGR,Technology
EVGRU,Technology
FLDDU,Information Technology
FNVTU,Consumer Discretionary Services
FTIIU,Utilities
FVNNU,Consumer Discretionary Services
GAQ,Finance
GATE,Technology
GDL,Real Estate Investment Trusts (REITs)
GECCI,Technology
GGN,Oil & Gas
GHIX,Health Care
GIGGW,Materials
GNL^E,Technology
GODNR,Energy
GPATW,Technology
GRF,Technology
GUT^C,Consumer Goods
HAIA,Healthcare
HCVIU,Healthcare/Biotech
HONDU,Consumer Discretionary Goods and Services
HSPO,Technology
HVT/A,Consumer Staples
HYAC,Real Estate
ICR^A,Industrials
IGTA,Technology
IGTAU,Industrials
INTE,Technology
IPXX,Technology
IROH,Consumer Staples
ISRLW,Technology
IVCA,Technology
IVCAU,Consumer Discretionary
IVCBU,Financial Services
JPM^D,Finance
JWSM,Technology
KACLR,Communications Equipment
KEY^L,Technology
KVAC,Technology
KVACU,Financials
LATGU,Technology
LFT^A,"Information

Telecom Services"
MAA^I,Industrials
MACI,Healthcare Services
MARX,Healthcare Services
MBAV,Banking & Diversified Financials
MBAVU,Financials
MBAVW,Industrial Goods/Services
MCAGU,Consumer Discretionaries
MLECW,Technology
MSSAU,Technology
NCV^A,Information Technology
NPAB,Biotechnology
NPABU,Financial Services
NPABW,Banking & Finance Services
NVACW,Technology
OAKU,Banking
OAKUR,Real Estate Services
OAKUU,Technology Services
PCF,Technology
PCG^E,Energy
PCG^H,Financials
PDCC,Technology
PFL,Finance
PFTAU,Technology
PHYT,Healthcare
PLAOW,Consumer Discretionary Goods - Apparel Manufacturing
PLMJW,Technology
PPYAU,Energy
PPYAW,Technology
PRIF^F,Finance
PRIF^H,Healthcare
QETAU,Finance
RC^C,Consumer Discretionary
RCG,Real Estate
RFAC,Technology
RFAI,Real Estate Investment Trusts (REIT)
RFAIU,Healthcare
RHE^A,Basic Materials
ROCLU,Consumer Staples
RRAC,Utilities
SBXC,Consumer Discretionary
SBXD,Finance
SCE^H,Healthcare Services
SEAL^B,Oil Services
SIMAW,Software
SITC^A,Technology
SKGRU,Communication/Networking Equipment
SPG^J,Real Estate
SPKL,Technology
SPKLU,Technology
SVIIU,Information Technology
TETE,Technology
TETEU,Utilities
TGAA,Technology
TGAAU,Technology
TGAAW,Banking & Financial Services
THCP,Cannabis
THCPU,Technology
TLGYU,Telecommunications
VCICU,Consumer Discretionary
VMCAU,Financials
VSAC,Finance
VSACU,Finance
WAVSU,Technology
WEL,Telecommunications Services
WINV,"Technology, Cybersecurity/IT Services & Networks"
WSO/B,Technology
YCBD^A,Healthcare
YOTA,Technology
YOTAW,Technology
ZPTAW,Technology
