symbol,name
COCP,"Cocrystal Pharma, Inc."
CUTR,"Cutera, Inc. Common Stock"
CERT,"Certara, Inc. Common Stock"
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares
SYT,"SYLA Technologies Co., Ltd. American Depositary Shares"
VITL,"Vital Farms, Inc. Common Stock"
SRFM,Surf Air Mobility Inc. Common Stock
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock
HOUS,Anywhere Real Estate Inc. Common Stock
RR,Richtech Robotics Inc. Class B Common Stock
ENSV,Enservco Corporation Common Stock
SKGRW,SK Growth Opportunities Corporation Warrant
LIPO,Lipella Pharmaceuticals Inc. Common Stock
INSW,"International Seaways, Inc. Common Stock"
OM,"Outset Medical, Inc. Common Stock"
CABA,"Cabaletta Bio, Inc. Common Stock"
KOSS,Koss Corporation
ABLLW,"Abacus Life, Inc. Warrant"
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel)
PHR,"Phreesia, Inc. Common Stock"
TNK,Teekay Tankers Ltd.
AIXI,XIAO-I Corporation American Depositary Shares
MTC,"MMTec, Inc. Common Shares"
CHRS,"Coherus BioSciences, Inc. Common Stock"
SANW,S&W Seed Company Common Stock (NV)
DAVE,Dave Inc. Class A Common Stock
LUNR,"Intuitive Machines, Inc. Class A Common Stock"
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share
SDA,"SunCar Technology Group Inc. 
Class A Ordinary Shares"
MTEX,"Mannatech, Incorporated Common Stock"
REKR,"Rekor Systems, Inc. Common Stock"
NRDY,Nerdy Inc. Class A Common Stock
NEON,Neonode Inc. Common Stock
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares
TGL,Treasure Global Inc. Common Stock
HMY,Harmony Gold Mining Company Limited
IVVD,"Invivyd, Inc. Common Stock"
BLRX,BioLineRx Ltd. American Depositary Shares
ARBK,Argo Blockchain plc American Depositary Shares
EPOW,"Sunrise New Energy Co., Ltd Class A Ordinary Shares"
COCH,"Envoy Medical, Inc. Class A Common Stock"
BTDR,Bitdeer Technologies Group Class A Ordinary Shares
BDMD,Baird Medical Investment Holdings Ltd Ordinary Share
ASTS,"AST SpaceMobile, Inc. Class A Common Stock"
SCLX,Scilex Holding Company
CSIQ,Canadian Solar Inc.
RVYL,Ryvyl Inc. Common Stock
BQ,Boqii Holding Limited
ACDC,ProFrac Holding Corp. Class A Common Stock
AEYE,"AudioEye, Inc. Common Stock"
SHCO,Soho House & Co Inc. Class A Common Stock
NAK,"Northern Dynasty Minerals, Ltd. Common Stock"
BOOM,DMC Global Inc. Common Stock
SSL,Sasol Ltd. American Depositary Shares
ATER,"Aterian, Inc. Common Stock"
UNCY,"Unicycive Therapeutics, Inc. Common Stock"
CPS,Cooper-Standard Holdings Inc. Common Stock
PRPH,"ProPhase Labs, Inc."
INTZ,Intrusion Inc. Common Stock
VINC,"Vincerx Pharma, Inc."
RILYP,"B. Riley Financial, Inc."
TEN,Tsakos Energy Navigation Ltd Common Shares
SPPL,SIMPPLE LTD. ORDINARY SHARES
APLD,Applied Digital Corporation Common Stock
ZURA,Zura Bio Limited Class A Ordinary Shares
OTRK,"Ontrak, Inc. Common Stock"
RAVE,"Rave Restaurant Group, Inc. Common Stock"
HIVE,HIVE Digital Technologies Ltd. Common Shares
GRYP,"Gryphon Digital Mining, Inc Common Stock"
KC,Kingsoft Cloud Holdings Limited American Depositary Shares
IMAB,I-MAB American Depositary Shares
YTRA,"Yatra Online, Inc. Ordinary Shares"
API,"Agora, Inc."
HEPA,"Hepion Pharmaceuticals, Inc. Common Stock"
CATX,"Perspective Therapeutics, Inc. Common Stock"
GSIT,GSI Technology Common Stock
GOVXW,"GeoVax Labs, Inc."
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares
HKD,AMTD Digital Inc.
PARR,"Par Pacific Holdings, Inc."
SKYX,SKYX Platforms Corp. Common Stock
ASTH,Astrana Health Inc.
COIN,"Coinbase Global, Inc."
SENS,"Senseonics Holdings, Inc.	Common Stock"
ESGL,ESGL Holdings Limited Ordinary Shares
MGRX,"Mangoceuticals, Inc."
PRLB,"Proto Labs, Inc. Common stock"
KNW,"Know Labs, Inc. Common Stock"
TNGX,"Tango Therapeutics, Inc."
KALU,Kaiser Aluminum Corporation Common Stock
TRMD,TORM plc Class A Common Stock
ALCYW,Alchemy Investments Acquisition Corp 1 Warrants
IBIO,"iBio, Inc."
BW,"Babcock & Wilcox Enterprises, Inc."
MTEM,"Molecular Templates, Inc. Common Stock"
TPCS,TechPrecision Corporation
BBLG,Bone Biologics Corp
STSS,Sharps Technology Inc.
CPOP,"Pop Culture Group Co., Ltd Class A OrdinaryShares"
VGASW,"Verde Clean Fuels, Inc. Warrant"
SOUN,"SoundHound AI, Inc Class A Common Stock"
VRM,"Vroom, Inc. Common Stock"
ATAI,ATAI Life Sciences N.V. Common Shares
ACHR,Archer Aviation Inc. Class A Common Stock
TRSG,Tungray Technologies Inc. Class A Ordinary Shares
EQ,"Equillium, Inc. Common Stock"
ANY,Sphere 3D Corp. Common Shares
BREA,Brera Holdings PLC Class B Ordinary Shares
LGHL,Lion Group Holding Ltd. American Depositary Share
ODFL,"Old Dominion Freight Line, Inc. Common Stock"
XCUR,"Exicure, Inc. Common Stock"
SOPA,Society Pass Incorporated Common Stock
COE,51Talk Online Education Group
SWIN,Solowin Holdings Ordinary Share
FUBO,fuboTV Inc. Common Stock
EVTV,"Envirotech Vehicles, Inc. Common Stock"
NTLA,"Intellia Therapeutics, Inc. Common Stock"
RLAY,"Relay Therapeutics, Inc. Common Stock"
TRUG,"TruGolf Holdings, Inc. Class A Common Stock"
FBP,First BanCorp. New Common Stock
GOTU,Gaotu Techedu Inc. American Depositary Shares
WKSP,"Worksport, Ltd. Common Stock"
SRTS,"Sensus Healthcare, Inc. Common Stock"
GURE,"Gulf Resources, Inc. (NV) Common Stock"
ASRT,"Assertio Holdings, Inc. Common Stock"
CTOR,"Citius Oncology, Inc. Common Stock"
INSE,"Inspired Entertainment, Inc. Common Stock"
SPAI,Safe Pro Group Inc. Common Stock
FRO,Frontline Plc Ordinary Shares
ELBM,Electra Battery Materials Corporation Common Stock
PSNY,Polestar Automotive Holding UK PLC Class A ADS
MWG,Multi Ways Holdings Limited Ordinary Shares.
TIL,"Instil Bio, Inc. Common Stock"
CSGP,"CoStar Group, Inc. Common Stock"
ACET,"Adicet Bio, Inc. Common Stock."
KVACW,Keen Vision Acquisition Corporation Warrant
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares"
DNN,Denison Mines Corp Ordinary Shares (Canada)
XBP,"XBP Europe Holdings, Inc. Common Stock"
MURA,Mural Oncology plc Ordinary Shares
VHI,"Valhi, Inc. Common Stock"
EBS,Emergent BioSolutions Inc.
PWM,Prestige Wealth Inc. Class A Ordinary Shares
ICU,SeaStar Medical Holding Corporation Common Stock
CFBK,CF Bankshares Inc. Common Stock
CNET,ZW Data Action Technologies Inc. Common Stock
SOND,Sonder Holdings Inc. Class A Common Stock
LGHLW,Lion Group Holding Ltd. Warrant
AKA,a.k.a. Brands Holding Corp. Common Stock
MCD,McDonald's Corporation Common Stock
LMFA,"LM Funding America, Inc. Common Stock"
FMNB,Farmers National Banc Corp. Common Stock
POWW,"AMMO, Inc. Common Stock"
GFI,Gold Fields Limited American Depositary Shares
XAIR,"Beyond Air, Inc. Common Stock"
MNDR,Mobile-health Network Solutions Class A Ordinary Shares
FMST,Foremost Clean Energy Ltd. Common stock
PRTG,Portage Biotech Inc. Common Stock
ONDS,Ondas Holdings Inc. Common Stock
CISO,"CISO Global, Inc. Common Stock"
WT,"WisdomTree, Inc. Common Stock"
LTBR,Lightbridge Corporation
YIBO,Planet Image International Limited Class A Ordinary Shares
AEHR,Aehr Test Systems Common Stock
VRCA,Verrica Pharmaceuticals Inc. Common Stock
AHG,Akso Health Group
AZI,Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares
FATE,"Fate Therapeutics, Inc. Common Stock"
ARRY,"Array Technologies, Inc. Common Stock"
MYNZ,Mainz Biomed N.V. Ordinary Shares
AMSC,American Superconductor Corporation Common Stock
DSWL,"Deswell Industries, Inc. Common Shares"
AVNW,"Aviat Networks, Inc. Common Stock"
BB,BlackBerry Limited Common Stock
CRNC,Cerence Inc. Common Stock
EVOK,"Evoke Pharma, Inc. Common Stock"
SLXNW,Silexion Therapeutics Corp Warrant
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant
VSACW,Vision Sensing Acquisition Corp. Warrants
GLSTW,"Global Star Acquisition, Inc. Warrants"
HUBCZ,Hub Cyber Security Ltd.
SBFMW,Sunshine Biopharma Inc. Warrant
DIBS,"1stdibs.com, Inc. Common Stock"
CRBP,"Corbus Pharmaceuticals Holdings, Inc. Common Stock"
GCTS,"GCT Semiconductor Holding, Inc. Common Stock"
NXU,"Nxu, Inc. Class A Common Stock"
PPTA,Perpetua Resources Corp. Common Shares
TECX,"Tectonic Therapeutic, Inc. Common Stock"
AFRM,"Affirm Holdings, Inc."
SLI,Standard Lithium Ltd. Common Shares
BMRA,"Biomerica, Inc. Common Stock"
BAND,Bandwidth Inc. Class A Common Stock
VERU,Veru Inc. Common Stock
PMNT,Perfect Moment Ltd. Common Stock
WKHS,"Workhorse Group, Inc. Common Stock"
SOAR,"Volato Group, Inc."
XBIT,XBiotech Inc.
MTEK,Maris-Tech Ltd. Ordinary Shares
GNFT,GENFIT S.A. American Depositary Shares
HL,Hecla Mining Company Common Stock
STNG,Scorpio Tankers Inc. Common Shares
CLSK,"CleanSpark, Inc. Common Stock"
ODV,Osisko Development Corp.
SEED,Origin Agritech Limited Common Stock
SLDPW,"Solid Power, Inc. Warrant"
ARBE,Arbe Robotics Ltd. Ordinary Shares
PETS,"PetMed Express, Inc."
NUTX,Nutex Health Inc. Common Stock
OTLK,"Outlook Therapeutics, Inc."
CELH,"Celsius Holdings, Inc. Common Stock"
XHG,XChange TEC.INC American Depositary Shares
ABEO,Abeona Therapeutics Inc.
LZM,Lifezone Metals Limited Ordinary Shares
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares
NVRO,Nevro Corp. Common Stock
HROW,"Harrow, Inc."
CIB,BanColombia S.A. Common Stock
AZTA,"Azenta, Inc."
HUSA,Houston American Energy Corporation Common Stock
BLNK,Blink Charging Co. Common Stock
MBUU,"Malibu Boats, Inc."
PDD,PDD Holdings Inc. American Depositary Shares
YRD,Yiren Digital Ltd.
AUST,Austin Gold Corp. Common Shares
SYTA,"Siyata Mobile, Inc. Common Shares"
HITI,High Tide Inc.
HSAI,Hesai Group American Depositary Share
HSTM,"HealthStream, Inc. Common Stock"
UTHR,United Therapeutics Corporation Common Stock
KSS,Kohl's Corporation Common Stock
PANW,"Palo Alto Networks, Inc. Common Stock"
ACCD,"Accolade, Inc. Common Stock"
HUDI,"Huadi International Group Co., Ltd. Ordinary Shares"
POCI,"Precision Optics Corporation, Inc."
MARA,"MARA Holdings, Inc. Common Stock"
YJ,Yunji Inc. American Depository Shares
IMCC,IM Cannabis Corp. Common Shares
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares"
GBIO,Generation Bio Co. Common Stock
FFIE,Faraday Future Intelligent Electric Inc. Class A Common Stock
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest
CTKB,"Cytek Biosciences, Inc."
EVLV,"Evolv Technologies Holdings, Inc. Class A Common Stock"
ALZN,"Alzamend Neuro, Inc."
BMTX,"BM Technologies, Inc. Common Stock"
MUA,"Blackrock MuniAssets Fund, Inc Common Stock"
EOSEW,"Eos Energy Enterprises, Inc. Warrant"
BRKHW,BurTech Acquisition Corp. Warrants
GDC,GD Culture Group Limited Common Stock
NMRA,"Neumora Therapeutics, Inc. Common Stock"
FEMY,Femasys Inc. Common Stock
ASTI,"Ascent Solar Technologies, Inc."
ZK,ZEEKR Intelligent Technology Holding Limited American Depositary Shares (each representing ten (10) Ordinary Shares)
PMTS,CPI Card Group Inc. Common Stock
UUUU,Energy Fuels Inc Ordinary Shares (Canada)
ATEC,"Alphatec Holdings, Inc. Common Stock"
LAAC,Lithium Americas (Argentina) Corp. Common Shares
PYPD,PolyPid Ltd. Ordinary Shares
RLYB,Rallybio Corporation Common Stock
QIPT,Quipt Home Medical Corp. Common Shares
RGEN,Repligen Corporation Common Stock
TGTX,"TG Therapeutics, Inc. Common Stock"
GNLX,Genelux Corporation Common Stock
BTCM,BIT Mining Limited ADS
BCDA,"BioCardia, Inc. Common Stock"
SONDW,Sonder Holdings Inc. Warrants
AGL,"agilon health, inc. Common Stock"
DHT,"DHT Holdings, Inc."
LCID,"Lucid Group, Inc."
PATH,"UiPath, Inc. Class A Common Stock"
CCJ,Cameco Corporation Common Stock
NCRA,"Nocera, Inc. Common Stock"
CHPT,"ChargePoint Holdings, Inc. Common Stock"
LPG,Dorian LPG Ltd. Common Stock
AIRT,"Air T, Inc. Common Stock"
SOBO,South Bow Corporation Common Shares
INBS,Intelligent Bio Solutions Inc. Common Stock
MTTR,"Matterport, Inc. Class A Common Stock"
UAA,"Under Armour, Inc. Class A Common Stock"
NXE,Nexgen Energy Ltd. Common Shares
LNZA,"LanzaTech Global, Inc. Common Stock"
NOTV,"Inotiv, Inc."
IZM,ICZOOM Group Inc. Class A Ordinary Shares
SNGX,"Soligenix, Inc. Common Stock"
LITB,"LightInTheBox Holding Co., Ltd."
U,Unity Software Inc. Common Stock
NVOS,"Novo Integrated Sciences, Inc. Common Stock"
NVVE,Nuvve Holding Corp. Common Stock
ANF,Abercrombie & Fitch Company Common Stock
LUNA,Luna Innovations Incorporated Common Stock
FRES,Fresh2 Group Limited American Depositary Shares
LAC,Lithium AmericasCorp.
AS,"Amer Sports, Inc. Ordinary Shares"
NVNI,Nvni Group Limited Ordinary Shares
OPRX,OptimizeRx Corporation
GROY,Gold Royalty Corp.
SEG,Seaport Entertainment Group Inc. Common Stock
PLSE,"Pulse Biosciences, Inc Common Stock (DE)"
VCIG,VCI Global Limited Ordinary Share
KBR,"KBR, Inc. Common Stock"
HYMC,Hycroft Mining Holding Corporation Class A Common Stock
THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)"
FSLR,"First Solar, Inc."
BPTH,"Bio-Path Holdings, Inc. Common Stock"
POWL,"Powell Industries, Inc. Common Stock"
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares."
CMCL,Caledonia Mining Corporation Plc Common Shares
ALLR,"Allarity Therapeutics, Inc."
PDSB,PDS Biotechnology Corporation Common Stock
STKS,"The ONE Group Hospitality, Inc."
FOXX,Foxx Development Holdings Inc.(Common Stock)
ZENV,Zenvia Inc. Class A Common Stock
BZFDW,"BuzzFeed, Inc. Warrant"
AVXL,Anavex Life Sciences Corp. Common Stock
ZONE,CleanCore Solutions Inc. Class B Common Stock
MNOV,Medicinova Inc Common Stock
MGRM,"Monogram Technologies Inc. 
Common Stock"
ZEO,Zeo Energy Corporation Class A Common Stock
OLMA,"Olema Pharmaceuticals, Inc. Common Stock"
CYRX,"CryoPort, Inc. Common Stock"
RILYL,"B. Riley Financial, Inc."
SPRY,"ARS Pharmaceuticals, Inc. Common Stock"
PSIG,PS International Group Ltd. Ordinary Shares
FCAP,"First Capital, Inc. Common Stock"
PWP,Perella Weinberg Partners Class A Common Stock
OZ,"Belpointe PREP, LLC Class A Units"
EJH,E-Home Household Service Holdings Limited Ordinary Shares
HOLO,MicroCloud Hologram Inc. Ordinary Shares
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
THTX,Theratechnologies Inc. Common Shares
ARLO,"Arlo Technologies, Inc. Common Stock"
FLDDW,FTAC Emerald Acquisition Corp. Warrant
ARIS,"Aris Water Solutions, Inc. Class A Common Stock"
SURG,"SurgePays, Inc. Common Stock"
CMRE,Costamare Inc. Common Stock $0.0001 par value
NVNO,enVVeno Medical Corporation Common Stock
TMCI,"Treace Medical Concepts, Inc. Common Stock"
NISN,"NiSun International Enterprise Development Group Co., Ltd. Class A Common Shares"
ACCO,Acco Brands Corporation Common Stock
TLS,Telos Corporation Common Stock
GLBE,Global-E Online Ltd. Ordinary Shares
LWLG,"Lightwave Logic, Inc. Common Stock"
ESEA,Euroseas Ltd. Common Stock (Marshall Islands)
OTLY,Oatly Group AB
VRDN,"Viridian Therapeutics, Inc."
CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares.
OCTO,Eightco Holdings Inc. Common Stock
ROKU,"Roku, Inc. Class A Common Stock"
RDCM,Radcom Ltd. Ordinary Shares
OGEN,Oragenics Inc. Common Stock
RUM,Rumble Inc.
HFBL,"Home Federal Bancorp, Inc. of Louisiana Common Stock"
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock"
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW)
UPST,"Upstart Holdings, Inc."
CLFD,"Clearfield, Inc. Common Stock"
SGHT,"Sight Sciences, Inc. Common Stock"
CRSP,"CRISPR Therapeutics AG Commo... no. 
Common Shares"
SGMT,Sagimet Biosciences Inc. Series A Common Stock
RXRX,"Recursion Pharmaceuticals, Inc. Class A Common Stock"
TIVC,"Tivic Health Systems, Inc. Common Stock"
NVTS,Navitas Semiconductor Corporation Common Stock
CMS^B,CMS Energy Corporation Preferred Stock
LOGI,Logitech International S.A. Ordinary Shares
GRND,Grindr Inc. Common Stock
CRIS,"Curis, Inc."
CLSD,"Clearide Biomedical, Inc."
RCAT,"Red Cat Holdings, Inc. Common Stock"
EXEEZ,Expand Energy Corporation Class B Warrants
ML,MoneyLion Inc. Class A Common Stock
AU,AngloGold Ashanti PLCorbitrary shares
GHM,Graham Corporation Common Stock
RGC,Regencell Bioscience Holdings Limited Ordinary Shares
BNGO,"Bionano Genomics, Inc. Common Stock"
LIVE,Live Ventures Incorporated Common Stock
VOXX,VOXX International Corporation Class A Common Stock
RNA,"Avidity Biosciences, Inc. Common Stock"
SVREW,SaverOne 2014 Ltd. Warrant
SLQT,"SelectQuote, Inc. Common Stock"
GXAI,Gaxos.ai Inc. Common Stock
ARMP,"Armata Pharmaceuticals, Inc. Common Stock"
HAFN,Hafnia Limited Common Shares
TNDM,"Tandem Diabetes Care, Inc. Common Stock"
TK,Teekay Corporation Ltd. Common Stock
GRAL,"GRAIL, Inc. Common Stock"
CMC,Commercial Metals Company Common Stock
FULC,"Fulcrum Therapeutics, Inc. Common Stock"
TPET,Trio Petroleum Corp. Common Stock
LXRX,"Lexicon Pharmaceuticals, Inc. Common Stock"
VGZ,Vista Gold Corp Common Stock
LDTC,LeddarTech Holdings Inc. Common Shares
BAOS,Baosheng Media Group Holdings Limited Ordinary shares
IRBT,iRobot Corporation Common Stock
UA,"Under Armour, Inc. Class C Common Stock"
INZY,"Inozyme Pharma, Inc. Common Stock"
TPC,Tutor Perini Corporation Common Stock
ASRV,AmeriServ Financial Inc. Common Stock
CHGG,"Chegg, Inc. Common Stock"
VSTM,"Verastem, Inc. Common Stock"
BHR^B,Braemar Hotels & Resorts Inc.
ATXS,"Astria Therapeutics, Inc."
PKST,Peakstone Realty Trust Common Shares
MTA,Metalla Royalty & Streaming Ltd. Common Shares
VALU,"Value Line, Inc. Common Stock"
LPSN,"LivePerson, Inc. Common Stock"
CLOV,"Clover Health Investments, Corp. Class A Common Stock"
CLCO,Cool Company Ltd. Common Shares
COOP,Mr. Cooper Group Inc. Common Stock
BEAM,Beam Therapeutics Inc. Common Stock
BFLY,"Butterfly Network, Inc. Class A Common Stock"
KYTX,"Kyverna Therapeutics, Inc."
MAPS,"WM Technology, Inc. Class A Common Stock"
HSHP,Himalaya Shipping Ltd. Common Shares
DAC,Danaos Corporation Common Stock
DH,Definitive Healthcare Corp. Class A Common Stock
UROY,Uranium Royalty Corp. Common Stock
ICLK,iClick Interactive Asia Group Limited
THCH,TH International Limited Ordinary shares
CRUS,"Cirrus Logic, Inc. Common Stock"
NVEE,"NV5 Global, Inc. Common Stock"
SHFS,"SHF Holdings, Inc."
SFHG,Samfine Creation Holdings Group Limited
CMTL,Comtech Telecommunications Corp. Common Stock
YYGH,"YYGH 
YY Group Holding Limited Class A Ordinary Shares"
LIXT,"Lixte Biotechnology Holdings, Inc. Common Stock"
CHRO,Chromocell Therapeutics Corporation Common Stock
ABLVW,Able View Global Inc. Warrant
EDBLW,Edible Garden AG Incorporated Warrant
SVMHW,SRIVARU Holding Limited Warrant
MMVWW,MultiMetaVerse Holdings Limited Warrant
THCPW,"Thunder Bridge Capital Partners IV, Inc."
SLXN,Silexion Therapeutics Corp Ordinary Shares
DAVEW,Dave Inc. Warrants
ALSAR,Alpha Star Acquisition Corporation Rights
DBGI,"Digital Brands Group, Inc. Common Stock"
H,Hyatt Hotels Corporation Class A Common Stock
THO,"Thor Industries, Inc."
INVZ,Innoviz Technologies Ltd. Ordinary shares
LCII,LCI Industries
SWTX,"SpringWorks Therapeutics, Inc. Common Stock"
ECO,Okeanis Eco Tankers Corp. Common Stock
ELUT,Elutia Inc. Class A Common Stock
INDO,Indonesia Energy Corporation Limited Ordinary Shares
FOLD,"Amicus Therapeutics, Inc."
METC,"Ramaco Resources, Inc. Class A Common Stock"
ZVRA,"Zevra Therapeutics, Inc. Common Stock"
TEO,Telecom Argentina SA
PAL,"Proficient Auto Logistics, Inc. Common Stock"
OPTT,"Ocean Power Technologies, Inc. Common Stock"
SAIA,"Saia, Inc. Common Stock"
SRRK,Scholar Rock Holding Corporation Common Stock
ANVS,"Annovis Bio, Inc. Common Stock"
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock"
IGC,"IGC Pharma, Inc. Common Stock"
PNBK,Patriot National Bancorp Inc. Common Stock
ONCY,"Oncolytics Biotech, Inc. Common Shares"
SYM,Symbotic Inc. Class A Common Stock
PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock
CAN,Canaan Inc. American Depositary Shares
SCPX,"Scorpius Holdings, Inc."
ABOS,"Acumen Pharmaceuticals, Inc. Common Stock"
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS
